Rainfall - (MM), Year, Statistics, Country
206.023,1963, Mar Average, Brazil
165.276,1963, Apr Average, Brazil
107.893,1963, May Average, Brazil
66.2964,1963, Jun Average, Brazil
46.5603,1963, Jul Average, Brazil
35.6145,1963, Aug Average, Brazil
53.8266,1963, Sep Average, Brazil
88.4773,1963, Oct Average, Brazil
163.198,1963, Nov Average, Brazil
208.027,1963, Dec Average, Brazil
287.998,1964, Jan Average, Brazil
231.43,1964, Feb Average, Brazil
223.307,1964, Mar Average, Brazil
177.896,1964, Apr Average, Brazil
159.318,1964, May Average, Brazil
82.1474,1964, Jun Average, Brazil
69.3602,1964, Jul Average, Brazil
60.0053,1964, Aug Average, Brazil
74.1387,1964, Sep Average, Brazil
147.647,1964, Oct Average, Brazil
162.54,1964, Nov Average, Brazil
202.196,1964, Dec Average, Brazil
223.779,1965, Jan Average, Brazil
185.32,1965, Feb Average, Brazil
262.593,1965, Mar Average, Brazil
203.231,1965, Apr Average, Brazil
123.77,1965, May Average, Brazil
80.5181,1965, Jun Average, Brazil
73.1742,1965, Jul Average, Brazil
49.7168,1965, Aug Average, Brazil
74.4737,1965, Sep Average, Brazil
156.392,1965, Oct Average, Brazil
160.221,1965, Nov Average, Brazil
172.751,1965, Dec Average, Brazil
207.449,1966, Jan Average, Brazil
241.149,1966, Feb Average, Brazil
206.77,1966, Mar Average, Brazil
171.197,1966, Apr Average, Brazil
137.671,1966, May Average, Brazil
83.0964,1966, Jun Average, Brazil
77.5939,1966, Jul Average, Brazil
50.1462,1966, Aug Average, Brazil
78.1075,1966, Sep Average, Brazil
114.94,1966, Oct Average, Brazil
144.331,1966, Nov Average, Brazil
202.623,1966, Dec Average, Brazil
219.175,1967, Jan Average, Brazil
223.578,1967, Feb Average, Brazil
239.309,1967, Mar Average, Brazil
192.191,1967, Apr Average, Brazil
119.385,1967, May Average, Brazil
79.8475,1967, Jun Average, Brazil
58.7514,1967, Jul Average, Brazil
37.8678,1967, Aug Average, Brazil
59.9264,1967, Sep Average, Brazil
91.4743,1967, Oct Average, Brazil
158.703,1967, Nov Average, Brazil
201.812,1967, Dec Average, Brazil
188.886,1968, Jan Average, Brazil
221.156,1968, Feb Average, Brazil
242.54,1968, Mar Average, Brazil
163.894,1968, Apr Average, Brazil
122.576,1968, May Average, Brazil
75.2682,1968, Jun Average, Brazil
56.374,1968, Jul Average, Brazil
64.1533,1968, Aug Average, Brazil
79.3386,1968, Sep Average, Brazil
112.586,1968, Oct Average, Brazil
192.254,1968, Nov Average, Brazil
205.436,1968, Dec Average, Brazil
234.558,1969, Jan Average, Brazil
185.921,1969, Feb Average, Brazil
217.934,1969, Mar Average, Brazil
171.796,1969, Apr Average, Brazil
136.019,1969, May Average, Brazil
79.2541,1969, Jun Average, Brazil
60.8241,1969, Jul Average, Brazil
51.2475,1969, Aug Average, Brazil
62.2901,1969, Sep Average, Brazil
122.928,1969, Oct Average, Brazil
143.062,1969, Nov Average, Brazil
195.481,1969, Dec Average, Brazil
232.591,1970, Jan Average, Brazil
205.436,1970, Feb Average, Brazil
246.29,1970, Mar Average, Brazil
187.512,1970, Apr Average, Brazil
117.378,1970, May Average, Brazil
88.3273,1970, Jun Average, Brazil
61.0392,1970, Jul Average, Brazil
58.7356,1970, Aug Average, Brazil
86.1094,1970, Sep Average, Brazil
122.896,1970, Oct Average, Brazil
179.73,1970, Nov Average, Brazil
149.291,1970, Dec Average, Brazil
189.751,1971, Jan Average, Brazil
207.091,1971, Feb Average, Brazil
238.415,1971, Mar Average, Brazil
201.067,1971, Apr Average, Brazil
136.268,1971, May Average, Brazil
106.86,1971, Jun Average, Brazil
74.6397,1971, Jul Average, Brazil
57.487,1971, Aug Average, Brazil
70.1637,1971, Sep Average, Brazil
152.02,1971, Oct Average, Brazil
175.449,1971, Nov Average, Brazil
158.464,1971, Dec Average, Brazil
213.454,1972, Jan Average, Brazil
236.897,1972, Feb Average, Brazil
212.106,1972, Mar Average, Brazil
169.673,1972, Apr Average, Brazil
116.159,1972, May Average, Brazil
80.8279,1972, Jun Average, Brazil
75.0994,1972, Jul Average, Brazil
83.1067,1972, Aug Average, Brazil
87.4448,1972, Sep Average, Brazil
128.461,1972, Oct Average, Brazil
170.869,1972, Nov Average, Brazil
224.034,1972, Dec Average, Brazil
206.612,1973, Jan Average, Brazil
220.321,1973, Feb Average, Brazil
248.991,1973, Mar Average, Brazil
197.924,1973, Apr Average, Brazil
166.112,1973, May Average, Brazil
93.2065,1973, Jun Average, Brazil
87.6142,1973, Jul Average, Brazil
77.6095,1973, Aug Average, Brazil
83.703,1973, Sep Average, Brazil
171.71,1973, Oct Average, Brazil
172.82,1973, Nov Average, Brazil
211.364,1973, Dec Average, Brazil
237.583,1974, Jan Average, Brazil
226.939,1974, Feb Average, Brazil
285.59,1974, Mar Average, Brazil
224.593,1974, Apr Average, Brazil
134.695,1974, May Average, Brazil
105.864,1974, Jun Average, Brazil
68.6075,1974, Jul Average, Brazil
64.7913,1974, Aug Average, Brazil
81.6749,1974, Sep Average, Brazil
139.179,1974, Oct Average, Brazil
155.777,1974, Nov Average, Brazil
231.087,1974, Dec Average, Brazil
232.315,1975, Jan Average, Brazil
222.164,1975, Feb Average, Brazil
243.141,1975, Mar Average, Brazil
215.223,1975, Apr Average, Brazil
148.707,1975, May Average, Brazil
93.3779,1975, Jun Average, Brazil
92.8535,1975, Jul Average, Brazil
64.4528,1975, Aug Average, Brazil
78.2128,1975, Sep Average, Brazil
121.765,1975, Oct Average, Brazil
180.665,1975, Nov Average, Brazil
176.98,1975, Dec Average, Brazil
202.795,1976, Jan Average, Brazil
246.367,1976, Feb Average, Brazil
231.834,1976, Mar Average, Brazil
167.619,1976, Apr Average, Brazil
140.314,1976, May Average, Brazil
72.1444,1976, Jun Average, Brazil
55.233,1976, Jul Average, Brazil
51.8623,1976, Aug Average, Brazil
86.9105,1976, Sep Average, Brazil
145.78,1976, Oct Average, Brazil
178.154,1976, Nov Average, Brazil
191.165,1976, Dec Average, Brazil
241.066,1977, Jan Average, Brazil
207.108,1977, Feb Average, Brazil
204.445,1977, Mar Average, Brazil
197.492,1977, Apr Average, Brazil
139.099,1977, May Average, Brazil
104.4,1977, Jun Average, Brazil
65.371,1977, Jul Average, Brazil
50.9387,1977, Aug Average, Brazil
90.4211,1977, Sep Average, Brazil
125.546,1977, Oct Average, Brazil
153.487,1977, Nov Average, Brazil
226.557,1977, Dec Average, Brazil
221.549,1978, Jan Average, Brazil
223.766,1978, Feb Average, Brazil
236.947,1978, Mar Average, Brazil
181.389,1978, Apr Average, Brazil
153.506,1978, May Average, Brazil
71.5123,1978, Jun Average, Brazil
86.0822,1978, Jul Average, Brazil
53.2701,1978, Aug Average, Brazil
83.4944,1978, Sep Average, Brazil
126.132,1978, Oct Average, Brazil
151.167,1978, Nov Average, Brazil
212.179,1978, Dec Average, Brazil
261.93,1979, Jan Average, Brazil
250.11,1979, Feb Average, Brazil
223.904,1979, Mar Average, Brazil
179.948,1979, Apr Average, Brazil
132.852,1979, May Average, Brazil
62.7737,1979, Jun Average, Brazil
48.7439,1979, Jul Average, Brazil
74.9903,1979, Aug Average, Brazil
101.073,1979, Sep Average, Brazil
126.141,1979, Oct Average, Brazil
157.759,1979, Nov Average, Brazil
206.695,1979, Dec Average, Brazil
262.365,1980, Jan Average, Brazil
277.835,1980, Feb Average, Brazil
200.184,1980, Mar Average, Brazil
162.74,1980, Apr Average, Brazil
108.465,1980, May Average, Brazil
82.2862,1980, Jun Average, Brazil
53.505,1980, Jul Average, Brazil
47.1906,1980, Aug Average, Brazil
77.8925,1980, Sep Average, Brazil
111.111,1980, Oct Average, Brazil
168.632,1980, Nov Average, Brazil
202.31,1980, Dec Average, Brazil
228.488,1981, Jan Average, Brazil
178.538,1981, Feb Average, Brazil
255.393,1981, Mar Average, Brazil
139.289,1981, Apr Average, Brazil
97.8114,1981, May Average, Brazil
82.2944,1981, Jun Average, Brazil
48.5975,1981, Jul Average, Brazil
59.0828,1981, Aug Average, Brazil
63.8103,1981, Sep Average, Brazil
134.34,1981, Oct Average, Brazil
183.917,1981, Nov Average, Brazil
196.339,1981, Dec Average, Brazil
275.546,1982, Jan Average, Brazil
214.032,1982, Feb Average, Brazil
262.157,1982, Mar Average, Brazil
179.048,1982, Apr Average, Brazil
119.549,1982, May Average, Brazil
75.3345,1982, Jun Average, Brazil
65.4804,1982, Jul Average, Brazil
58.4357,1982, Aug Average, Brazil
76.1212,1982, Sep Average, Brazil
113.52,1982, Oct Average, Brazil
122.339,1982, Nov Average, Brazil
194.943,1982, Dec Average, Brazil
224.366,1983, Jan Average, Brazil
203.835,1983, Feb Average, Brazil
242.185,1983, Mar Average, Brazil
170.844,1983, Apr Average, Brazil
117.565,1983, May Average, Brazil
60.7751,1983, Jun Average, Brazil
50.1728,1983, Jul Average, Brazil
49.1556,1983, Aug Average, Brazil
76.0707,1983, Sep Average, Brazil
130.243,1983, Oct Average, Brazil
158.699,1983, Nov Average, Brazil
206.437,1983, Dec Average, Brazil
186.941,1984, Jan Average, Brazil
199.592,1984, Feb Average, Brazil
244.401,1984, Mar Average, Brazil
234.314,1984, Apr Average, Brazil
137.188,1984, May Average, Brazil
78.9492,1984, Jun Average, Brazil
66.7261,1984, Jul Average, Brazil
85.3929,1984, Aug Average, Brazil
102.805,1984, Sep Average, Brazil
126.909,1984, Oct Average, Brazil
130.959,1984, Nov Average, Brazil
171.044,1984, Dec Average, Brazil
320.653,1985, Jan Average, Brazil
218.933,1985, Feb Average, Brazil
245.185,1985, Mar Average, Brazil
194.382,1985, Apr Average, Brazil
139.932,1985, May Average, Brazil
75.2527,1985, Jun Average, Brazil
66.7447,1985, Jul Average, Brazil
65.843,1985, Aug Average, Brazil
81.5388,1985, Sep Average, Brazil
136.22,1985, Oct Average, Brazil
146.546,1985, Nov Average, Brazil
242.414,1985, Dec Average, Brazil
207.189,1986, Jan Average, Brazil
210.371,1986, Feb Average, Brazil
256.884,1986, Mar Average, Brazil
173.868,1986, Apr Average, Brazil
127.749,1986, May Average, Brazil
84.7532,1986, Jun Average, Brazil
65.6461,1986, Jul Average, Brazil
61.9221,1986, Aug Average, Brazil
70.7856,1986, Sep Average, Brazil
119.551,1986, Oct Average, Brazil
150.217,1986, Nov Average, Brazil
193.343,1986, Dec Average, Brazil
187.846,1987, Jan Average, Brazil
167.184,1987, Feb Average, Brazil
259.284,1987, Mar Average, Brazil
198.227,1987, Apr Average, Brazil
113.093,1987, May Average, Brazil
76.4724,1987, Jun Average, Brazil
58.0808,1987, Jul Average, Brazil
47.4587,1987, Aug Average, Brazil
72.8932,1987, Sep Average, Brazil
96.7288,1987, Oct Average, Brazil
145.91,1987, Nov Average, Brazil
196.742,1987, Dec Average, Brazil
226.512,1988, Jan Average, Brazil
223.57,1988, Feb Average, Brazil
236.5,1988, Mar Average, Brazil
201.879,1988, Apr Average, Brazil
146.37,1988, May Average, Brazil
84.5341,1988, Jun Average, Brazil
62.4771,1988, Jul Average, Brazil
37.4796,1988, Aug Average, Brazil
55.2789,1988, Sep Average, Brazil
106.43,1988, Oct Average, Brazil
155.555,1988, Nov Average, Brazil
220.395,1988, Dec Average, Brazil
224.399,1989, Jan Average, Brazil
218.306,1989, Feb Average, Brazil
243.181,1989, Mar Average, Brazil
191.779,1989, Apr Average, Brazil
149.332,1989, May Average, Brazil
100.583,1989, Jun Average, Brazil
77.1071,1989, Jul Average, Brazil
71.9408,1989, Aug Average, Brazil
78.1986,1989, Sep Average, Brazil
134.436,1989, Oct Average, Brazil
185.03,1989, Nov Average, Brazil
302.241,1989, Dec Average, Brazil
195.49,1990, Jan Average, Brazil
208.161,1990, Feb Average, Brazil
201.99,1990, Mar Average, Brazil
171.232,1990, Apr Average, Brazil
137.11,1990, May Average, Brazil
77.5263,1990, Jun Average, Brazil
74.6217,1990, Jul Average, Brazil
69.5353,1990, Aug Average, Brazil
92.0863,1990, Sep Average, Brazil
111.247,1990, Oct Average, Brazil
142.139,1990, Nov Average, Brazil
172.033,1990, Dec Average, Brazil
132.518,1961, Jan Average, Brunei
251.468,1961, Feb Average, Brunei
208.574,1961, Mar Average, Brunei
259.722,1961, Apr Average, Brunei
165.57,1961, May Average, Brunei
265.226,1961, Jun Average, Brunei
204.174,1961, Jul Average, Brunei
188.109,1961, Aug Average, Brunei
236.928,1961, Sep Average, Brunei
251.997,1961, Oct Average, Brunei
172.105,1961, Nov Average, Brunei
372.292,1961, Dec Average, Brunei
423.474,1962, Jan Average, Brunei
123.943,1962, Feb Average, Brunei
384.975,1962, Mar Average, Brunei
230.405,1962, Apr Average, Brunei
299.108,1962, May Average, Brunei
309.353,1962, Jun Average, Brunei
109.071,1962, Jul Average, Brunei
439.002,1962, Aug Average, Brunei
273.91,1962, Sep Average, Brunei
241.729,1962, Oct Average, Brunei
349.67,1962, Nov Average, Brunei
392,1962, Dec Average, Brunei
678.231,1963, Jan Average, Brunei
236.473,1963, Feb Average, Brunei
234.219,1963, Mar Average, Brunei
68.3557,1963, Apr Average, Brunei
365.281,1963, May Average, Brunei
162.38,1963, Jun Average, Brunei
192.287,1963, Jul Average, Brunei
240.982,1963, Aug Average, Brunei
165.583,1963, Sep Average, Brunei
258.506,1963, Oct Average, Brunei
279.227,1963, Nov Average, Brunei
265.874,1963, Dec Average, Brunei
156.716,1964, Jan Average, Brunei
83.595,1964, Feb Average, Brunei
111.165,1964, Mar Average, Brunei
290.13,1964, Apr Average, Brunei
308.664,1964, May Average, Brunei
220.285,1964, Jun Average, Brunei
409.983,1964, Jul Average, Brunei
197.666,1964, Aug Average, Brunei
247.539,1964, Sep Average, Brunei
223.961,1964, Oct Average, Brunei
352.571,1964, Nov Average, Brunei
287.529,1964, Dec Average, Brunei
510.966,1965, Jan Average, Brunei
256.393,1965, Feb Average, Brunei
443.769,1965, Mar Average, Brunei
297.502,1965, Apr Average, Brunei
390.324,1965, May Average, Brunei
102.956,1965, Jun Average, Brunei
111.841,1965, Jul Average, Brunei
246.862,1965, Aug Average, Brunei
233.132,1965, Sep Average, Brunei
372.182,1965, Oct Average, Brunei
251.244,1965, Nov Average, Brunei
292.929,1965, Dec Average, Brunei
171.662,1966, Jan Average, Brunei
113.829,1966, Feb Average, Brunei
368.131,1966, Mar Average, Brunei
324.919,1966, Apr Average, Brunei
192.627,1966, May Average, Brunei
296.897,1966, Jun Average, Brunei
253.754,1966, Jul Average, Brunei
434.992,1966, Aug Average, Brunei
262.162,1966, Sep Average, Brunei
394.296,1966, Oct Average, Brunei
251.538,1966, Nov Average, Brunei
380.595,1966, Dec Average, Brunei
368.87,1967, Jan Average, Brunei
221.502,1967, Feb Average, Brunei
326.223,1967, Mar Average, Brunei
197.178,1967, Apr Average, Brunei
325.752,1967, May Average, Brunei
319.772,1967, Jun Average, Brunei
206.251,1967, Jul Average, Brunei
169.542,1967, Aug Average, Brunei
224.98,1967, Sep Average, Brunei
233.983,1967, Oct Average, Brunei
304.385,1967, Nov Average, Brunei
279.091,1967, Dec Average, Brunei
211.262,1968, Jan Average, Brunei
88.9376,1968, Feb Average, Brunei
158.037,1968, Mar Average, Brunei
192.232,1968, Apr Average, Brunei
361.122,1968, May Average, Brunei
284.304,1968, Jun Average, Brunei
278.135,1968, Jul Average, Brunei
214.816,1968, Aug Average, Brunei
231.923,1968, Sep Average, Brunei
391.707,1968, Oct Average, Brunei
175.807,1968, Nov Average, Brunei
321.433,1968, Dec Average, Brunei
98.8716,1969, Jan Average, Brunei
88.5916,1969, Feb Average, Brunei
149.766,1969, Mar Average, Brunei
167.646,1969, Apr Average, Brunei
365.368,1969, May Average, Brunei
191.013,1969, Jun Average, Brunei
237.704,1969, Jul Average, Brunei
322.702,1969, Aug Average, Brunei
174.145,1969, Sep Average, Brunei
386.075,1969, Oct Average, Brunei
449.322,1969, Nov Average, Brunei
365.168,1969, Dec Average, Brunei
277.145,1970, Jan Average, Brunei
47.9074,1970, Feb Average, Brunei
175.685,1970, Mar Average, Brunei
186.405,1970, Apr Average, Brunei
389.479,1970, May Average, Brunei
194.036,1970, Jun Average, Brunei
223.944,1970, Jul Average, Brunei
273.786,1970, Aug Average, Brunei
326.42,1970, Sep Average, Brunei
399.333,1970, Oct Average, Brunei
275.22,1970, Nov Average, Brunei
338.914,1970, Dec Average, Brunei
235.399,1971, Jan Average, Brunei
323.516,1971, Feb Average, Brunei
176.662,1971, Mar Average, Brunei
123.57,1971, Apr Average, Brunei
266.605,1971, May Average, Brunei
121.037,1971, Jun Average, Brunei
142.574,1971, Jul Average, Brunei
412.008,1971, Aug Average, Brunei
277.2,1971, Sep Average, Brunei
363.268,1971, Oct Average, Brunei
310.305,1971, Nov Average, Brunei
431.722,1971, Dec Average, Brunei
432.118,1972, Jan Average, Brunei
192.994,1972, Feb Average, Brunei
185.368,1972, Mar Average, Brunei
223.884,1972, Apr Average, Brunei
164.494,1972, May Average, Brunei
238.574,1972, Jun Average, Brunei
90.0281,1972, Jul Average, Brunei
155.454,1972, Aug Average, Brunei
281.81,1972, Sep Average, Brunei
208.377,1972, Oct Average, Brunei
308.346,1972, Nov Average, Brunei
154.33,1972, Dec Average, Brunei
21.2646,1973, Jan Average, Brunei
34.3479,1973, Feb Average, Brunei
153.146,1973, Mar Average, Brunei
402.679,1973, Apr Average, Brunei
382.655,1973, May Average, Brunei
296.146,1973, Jun Average, Brunei
288.758,1973, Jul Average, Brunei
357.136,1973, Aug Average, Brunei
392.471,1973, Sep Average, Brunei
301.36,1973, Oct Average, Brunei
434.846,1973, Nov Average, Brunei
395.179,1973, Dec Average, Brunei
346.774,1974, Jan Average, Brunei
402.341,1974, Feb Average, Brunei
203.435,1974, Mar Average, Brunei
213.056,1974, Apr Average, Brunei
247.895,1974, May Average, Brunei
232.824,1974, Jun Average, Brunei
200.632,1974, Jul Average, Brunei
265.046,1974, Aug Average, Brunei
485.121,1974, Sep Average, Brunei
242.026,1974, Oct Average, Brunei
276.118,1974, Nov Average, Brunei
276.926,1974, Dec Average, Brunei
284.183,1975, Jan Average, Brunei
119.676,1975, Feb Average, Brunei
240.727,1975, Mar Average, Brunei
91.8648,1975, Apr Average, Brunei
264.442,1975, May Average, Brunei
227.34,1975, Jun Average, Brunei
270.707,1975, Jul Average, Brunei
251.956,1975, Aug Average, Brunei
493.44,1975, Sep Average, Brunei
